"scala","java"
"c#","java"
"c","java"
"python","python"
"regex","python"
"java","java"
"sql-server","r"
"oracle","java"
"mysql","python"
"ruby","python"
"php","r"
"javascript","javascript"
"jquery","javascript"
"lua","r"
"vb6","r"
"mono","java"
"sql","r"
"playframework","java"
".net","javascript"
"eclipse","java"
"compiler-construction","java"
"ant","java"
"lucene","java"
"servlets","java"
"jsf","java"
"dojo","javascript"
"hibernate","java"
"maven","java"
"postgresql","r"
"django","python"
"nhibernate","java"
"mootools","javascript"
"perl","r"
"haskell","r"
"clojure","java"
"jsp","java"
"ada","r"
"gwt","java"
"dom","javascript"
"comet","javascript"
"r","r"
"seam","java"
"templates","java"
"f#","java"
"unit-testing","java"
"solr","java"
"spring","java"
"powershell","r"
"matlab","r"
"inno-setup","r"
"xslt","java"
"google-app-engine","java"
"selenium","java"
"jqgrid","javascript"
"google-maps","javascript"
"java-ee","java"
"vba","javascript"
"security","java"
"jaxb","java"
"actionscript-3","javascript"
"antlr","java"
"groovy","java"
"openerp","python"
"d","python"
"jmeter","java"
"swing","java"
"parser-generator","r"
"swt","java"
"struts","java"
"enterprise-library","r"
"tapestry","java"
"jstl","java"
"struts2","java"
"core-graphics","java"
"facelets","java"
"url-rewriting","java"
"sitecore","javascript"
"scons","python"
"pyparsing","python"
"windows-desktop-gadgets","javascript"
"maven-plugin","java"
"antlr3","r"
"quartz.net","java"
"gson","java"
"websync","java"
"flask","python"
"servlet-filters","java"
"canvas","javascript"
"resharper","javascript"
"guice","java"
"guava","java"
"html5","javascript"
"freemarker","java"
"assembly","java"
"css","javascript"
"xpath","javascript"
"nlp","python"
"html","javascript"
"moose","javascript"
"mixed-code","java"
"powerpoint","java"
"wicket","java"
"lejos-nxj","java"
"prototype","javascript"
"grails","java"
"numpy","python"
"mod-rewrite","r"
"yaml","python"
"jasper-reports","java"
"system.reactive","java"
"h2","java"
"yui-compressor","javascript"
"fortran","r"
"matplotlib","python"
"stripes","java"
"db4o","java"
"tinymce","javascript"
"eclipselink","java"
"junit","java"
"datanucleus","java"
"ajax","javascript"
"wordpress","javascript"
"maven-1","java"
"itextsharp","java"
"symbian","java"
"igraph","r"
"xul","javascript"
"cherrypy","python"
"qooxdoo","javascript"
"scheme","r"
"async-await","python"
"mainframe","java"
"c++-faq","java"
"database-design","java"
"facebook","javascript"
"websocket","javascript"
"ggplot2","r"
"proj4js","javascript"
"node.js","javascript"
"jquery-validate","javascript"
"extjs","javascript"
"krl","javascript"
"jetty","java"
"xts","r"
"zoo","r"
"jodatime","java"
"sproutcore","javascript"
"ctypes","python"
"processing","java"
"signal-processing","python"
"jquery-mobile","javascript"
"opencv","java"
"compojure","java"
"mongodb","java"
"itext","java"
"python-3.x","python"
"jqtouch","javascript"
"biztalk","r"
"twilio","java"
"particle-swarm","java"
"machine-learning","python"
"google-chrome","javascript"
"twisted","python"
"webdriver","java"
"quickbooks","python"
"simulink","r"
"coderush","javascript"
"spring-mvc","java"
"redis","r"
"seaside","javascript"
"stanford-nlp","java"
"el","java"
"applet","java"
"scribe","java"
"jnlp","java"
"hunch","javascript"
"log4javascript","javascript"
"string","java"
"cors","javascript"
"json","java"
"exception-handling","java"
"teamcity","java"
"iis","r"
"internet-explorer","javascript"
"typo3","r"
"generics","java"
"hadoop","java"
"refinerycms","javascript"
"data-structures","r"
"google-apps","r"
"ruby-on-rails-3","javascript"
"mybatis","java"
"roxygen","r"
"tomcat","java"
"fantom","java"
"cucumber","java"
"beautifulsoup","python"
"mercury","java"
"x86","r"
"var","javascript"
"design-patterns","java"
"eclim","java"
"gedit","java"
"jmf","java"
"java-web-start","java"
"liferay","java"
"bluej","java"
"api","java"
"sax","javascript"
"jinja2","python"
"local-storage","javascript"
"cookies","javascript"
"jira","java"
"gerrit","python"
"cocos2d-iphone","python"
"apache-wink","java"
"jax-rs","java"
"multithreading","java"
"toplink","java"
"icefaces","java"
"blackberry","java"
"mahout","java"
"glassfish","java"
"activemq","java"
"genshi","python"
"eclipse-rcp","java"
"jenkins","java"
"sfml","java"
"express","javascript"
"yui","javascript"
"netbeans","java"
"abap","r"
"autoit","r"
"ext.net","javascript"
"azure-storage","java"
"couchdb","javascript"
"flyway","java"
"jsoup","java"
"cascading","java"
"heroku","python"
"arrays","java"
"oracle-coherence","java"
"activemq-cpp","java"
"urllib2","python"
"svnkit","java"
"mvvm","javascript"
"jersey","java"
"spring-roo","java"
"scalate","java"
"hbase","java"
"mdx","r"
"ognl","java"
"webwork","java"
"nms","java"
"jquery-ui","javascript"
"sammy.js","javascript"
"debugging","javascript"
"backbone.js","javascript"
"scraperwiki","python"
"google-maps-api-3","javascript"
"jmx","java"
"coffeescript","javascript"
"pygtk","python"
"imagemagick","java"
"scrapy","python"
"gearman","java"
"buildbot","python"
"cruisecontrol","java"
"npm","javascript"
"wwsapi","r"
"date","javascript"
"osgi","java"
"raphael","javascript"
"catalyst","java"
"range","python"
"google-closure","javascript"
"trac","python"
"sdl","java"
"mongoose","javascript"
"bonecp","java"
"zip","java"
"mailman","python"
"pyramid","python"
"rubymine","javascript"
"gpars","java"
"javadoc","java"
"aop","java"
"sql-server-2008","r"
"hdf5","python"
"deployment","java"
"plone","python"
"datasource","java"
"ormlite","java"
"celerity","java"
"amazon-web-services","java"
"elementtree","python"
"firebug","javascript"
"html5-video","javascript"
"shiro","java"
"pdfbox","java"
"wtforms","python"
"ironpython","python"
"berkeley-db-xml","java"
"cairo","python"
"jslint","javascript"
"session","python"
"red5","java"
"bash","r"
"grep","r"
"tornado","python"
"db2","r"
"spring.net","java"
"oc4j","java"
"google-earth-plugin","javascript"
"enthought","python"
"dynamics-crm-2011","javascript"
"reportlab","python"
"satchmo","python"
"telerik","javascript"
"jython","python"
"thrift","java"
"log4j","java"
"jboss","java"
"spidermonkey","javascript"
"documentation","java"
"padrino","javascript"
"greasemonkey","javascript"
"less","javascript"
"sencha-touch","javascript"
"adb","r"
"corba","java"
"zend-studio","javascript"
"wxpython","python"
"odbc","r"
"garbage-collection","java"
"gtk","python"
"webgl","javascript"
"qunit","javascript"
"slf4j","java"
"pylons","python"
"jet","java"
"gxt","java"
"real-time","java"
"namespaces","java"
"doxygen","java"
"psycopg2","python"
"jar","java"
"merge","r"
"jvm","java"
"domain-driven-design","java"
"cron","java"
"elgg","javascript"
"awt","java"
"sitemap","javascript"
"dhtml","javascript"
"cruisecontrol.net","java"
"tkinter","python"
"gevent","python"
"gsp","java"
"zodb","python"
"ssis","r"
"cobertura","java"
"werkzeug","python"
"plupload","java"
"socket.io","javascript"
"mod-pagespeed","javascript"
"sml","java"
"titanium","java"
"sphinx","python"
"language-agnostic","python"
"ioc-container","java"
"pyjamas","python"
"lwuit","java"
"mechanize","python"
"gnuradio","python"
"pymunk","python"
"onkeyup","javascript"
"selenium-rc","java"
"wsgi","python"
"jna","java"
"look-and-feel","java"
"ckeditor","javascript"
"buildr","java"
"rabbitmq","python"
"sas","python"
"gridgain","java"
"timestamp","java"
"firefox","javascript"
"data-binding","java"
"sts-springsourcetoolsuite","java"
"jfreechart","java"
"vaadin","java"
"xhtml-1.0-strict","javascript"
"htmlunit","java"
"bindingsource","java"
"wlst","java"
"axis2","java"
